3647,4289,4303,4305,4309,11651,11661,12754,12830,15391,22959,23065,23127,23151,23656,23659,23739,23749,23763,23791,23795,24331,24488,24496,24530,24653,24682,24688,27238,30484,30496,31614,34002,35035,35159,35807,35813,35825,36422,36955,36977,37005,37057
1,1,3,1,1,1,1,1,3,1,4,2,1,1,2,1,1,18,9,1,1,3,2,2,9,3,2,2,1,2,1,3,1,1,1,4,2,2,4,2,1,1,1
